ATS_CODE	BORO	BORONUM	LOC_CODE	SCHOOLNAME	SCH_TYPE	MANAGED_BY	GEO_DISTRI	ADMIN_DIST	ADDRESS	STATE_CODE	ZIP	PRINCIPAL	PRIN_PH	FAX	GRADES	City
12X318 	X	2.0	X318	I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS	Junior High-Intermediate-Middle	1.0	12	12.0	1919 PROSPECT AVENUE	NY	10457	MARIA LOPEZ	718-294-8504	718-901-0778	06,07,08,SE	BRONX
10X319 	X	2.0	X319	PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH	High school	1.0	10	10.0	560 EAST 179 STREET	NY	10457	CAROL WIGGINS	718-294-0230	718-584-7809	09,10,11,12,SE	BRONX
07X321 	X	2.0	X321	CROTONA ACADEMY HIGH SCHOOL	High school	1.0	7	7.0	639-55 ST. ANNS AVENUE	NY	10455	Anthony W. Harris	718-402-8378	718-402-8446	09,10,11,12	BRONX
11X322 	X	2.0	X322	ASPIRE PREPARATORY MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	11	11.0	2441 WALLACE AVENUE	NY	10467	STEVEN COBB	718-231-6592	718-231-6591	06,07,08,SE	BRONX
09X323 	X	2.0	X323	BRONX WRITING ACADEMY	Junior High-Intermediate-Middle	1.0	9	9.0	270 EAST 167 STREET	NY	10456	KAMAR SAMUELS	718-293-9048	718-293-9748	06,07,08,SE	BRONX
09X324 	X	2.0	X324	BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN	Junior High-Intermediate-Middle	1.0	9	9.0	250 EAST 164 STREET	NY	10456	JOHN BARNES	718-681-8287	718-681-8650	06,07,08,09,10,SE	BRONX
09X325 	X	2.0	X325	URBAN SCIENCE ACADEMY	Junior High-Intermediate-Middle	1.0	9	9.0	1000 TELLER AVENUE	NY	10456	PATRICK KELLY	718-588-8221	718-588-8263	05,06,07,08,SE	BRONX
11X326 	X	2.0	X326	BRONX GREEN MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	11	11.0	2441 WALLACE AVENUE	NY	10467	Jeremy Kabinoff	718-325-6593	718-325-3625	06,07,08,SE	BRONX
09X327 	X	2.0	X327	COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327	Junior High-Intermediate-Middle	1.0	9	9.0	580 CROTONA PARK SOUTH	NY	10456	MANUEL RAMIREZ	718-861-0852	718-993-2990	06,07,08,SE	BRONX
09X328 	X	2.0	X328	NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	9	9.0	1000 TELLER AVENUE	NY	10456	DORALD BASTIAN	718-588-8308	NULL	06,07,08,SE	BRONX
09X329 	X	2.0	X329	DREAMYARD PREPARATORY SCHOOL	High school	1.0	9	9.0	240 EAST 172 STREET	NY	10457	ROD BOWEN	718-410-4242	718-410-4312	09,10,11,12,SE	BRONX
10X331 	X	2.0	X331	THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGAT	Junior High-Intermediate-Middle	1.0	10	10.0	40 WEST TREMONT AVENUE	NY	10453	SERAPHA CRUZ	718-583-4146	718-583-4292	06,07,08,SE	BRONX
08X332 	X	2.0	X332	HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH	High school	1.0	8	8.0	965 LONGWOOD AVENUE	NY	10459	SHARIF RUCKER	718-860-1053	718-860-1321	09,10,11,12,SE	BRONX
08X333 	X	2.0	X333	NEW SCHOOL #1 @ P.S. 60	Elementary	1.0	8	8.0	888 REV J A POLITE AVE	NY	10459	Arthur Brown	718-860-3313	718-842-8734	PK,0K,01,02,03,04,SE	BRONX
07X334 	X	2.0	X334	INTERNATIONAL COMMUNITY HIGH SCHOOL	High school	1.0	7	7.0	345 BROOK AVENUE	NY	10454	BERENA CABARCAS	718-665-4128	718-665-4547	09,10,11,12	BRONX
08X335 	X	2.0	X335	NEW SCHOOL #2 @ P.S. 60	Elementary	1.0	8	8.0	888 REV J A POLITE AVE	NY	10459	ERIK WRIGHT	718-860-3401	718-860-4290	PK,0K,04,05,SE	BRONX
08X337 	X	2.0	X337	THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE	Junior High-Intermediate-Middle	1.0	8	8.0	1025 MORRISON AVENUE	NY	10472	Andrea Cyprys	718-860-4181	718-860-4163	06,07,08,SE	BRONX
09X339 	X	2.0	X339	I.S. 339	Junior High-Intermediate-Middle	1.0	9	9.0	1600 WEBSTER AVENUE	NY	10457	JASON LEVY	718-583-6767	718-583-0281	06,07,08,SE	BRONX
10X340 	X	2.0	X340	P.S. 340	Elementary	1.0	10	10.0	25 WEST 195 STREET	NY	10468	NELLY MALDONADO	718-220-1830	718-220-1866	PK,0K,01,02,03,04,05,06,SE	BRONX
12X341 	X	2.0	X341	ACCION ACADEMY	Junior High-Intermediate-Middle	1.0	12	12.0	1825 PROSPECT AVENUE	NY	10457	ADRIAN MANUEL	718-294-0514	718-294-3869	06,07,08,SE	BRONX
10X342 	X	2.0	X342	INTERNATIONAL SCHOOL FOR LIBERAL ARTS	Secondary School	1.0	10	10.0	2780 RESERVOIR AVENUE	NY	10468	Migdalia Carrillo	718-329-8570	718-329-8572	06,07,08,09,10,11,12,SE	BRONX
07X343 	X	2.0	X343	ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY	Junior High-Intermediate-Middle	1.0	7	7.0	345 BROOK AVENUE	NY	10454	Vincent Gassetto	718-292-3883	718-292-4473	06,07,08,SE	BRONX
10X344 	X	2.0	X344	AMPARK NEIGHBORHOOD	Elementary	1.0	10	10.0	3961 HILLMAN AVENUE	NY	10463	ELIZABETH LOPEZ-TOWEY	718-548-3451	NULL	0K,01,02,03,04,05	BRONX
84X345	X	2.0	X345	HYDE LEADERSHIP CHARTER SCHOOL	K-12 all grades	2.0	8	84.0	730 BRYANT AVENUE	NY	10474	Betsy Olney	718-991-5500	718-842-8617	0K,01,02,03,04,06,07,08,09,10	BRONX
84X346	X	2.0	X346	SOUTH BRONX CLASSICAL CHARTER SCHOOL	Elementary	2.0	12	84.0	977 FOX STREET	NY	10459	Lester Long	718-860-4340	718-860-4125	0K,01,02,03,04,05	BRONX
75X352 	X	2.0	X352	THE VIDA BOGART SCHOOL FOR ALL CHILDREN	K-8	1.0	8	75.0	730 BRYANT AVENUE	NY	10474	LOURDES MENDEZ	718-542-1537	718-542-5128	0K,01,02,03,04,05,06,07,08,SE	BRONX
10X360 	X	2.0	X360	P.S. 360	Elementary	1.0	10	10.0	2880 KINGSBRIDGE TERRACE	NY	10463	Nancy Rodriguez-Lewis	718-548-1511	718-548-1536	PK,0K,01,02,03,04,05,06,SE	BRONX
09X365 	X	2.0	X365	ACADEMY FOR LANGUAGE AND TECHNOLOGY	High school	1.0	9	9.0	1700 MACOMBS ROAD	NY	10453	ARISLEYDA URENA	718-731-0219	718-731-2031	09,10,11,12	BRONX
08X366 	X	2.0	X366	URBAN ASSEMBLY ACADEMY OF CIVIC ENGAGEMENT	Junior High-Intermediate-Middle	1.0	8	8.0	650 HOLLYWOOD AVENUE	NY	10465	CAMERON BERUBE	718-822-0126	718-822-1049	06,07,08,SE	BRONX
08X367 	X	2.0	X367	ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOG	Junior High-Intermediate-Middle	1.0	8	8.0	456 WHITE PLAINS ROAD	NY	10473	MIRIAM LAZAR	718-617-5046	718-617-7395	06,07,08,09,SE	BRONX
10X368 	X	2.0	X368	IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368)	Secondary School	1.0	10	10.0	2975 TIBBETT AVENUE	NY	10463	Yvette Allen	718-432-4300	718-432-4310	06,07,08,09,10,11,12,SE	BRONX
07X369 	X	2.0	X369	YOUNG LEADERS ELEMENTARY SCHOOL	Elementary	1.0	7	7.0	468 EAST 140 STREET	NY	10454	KAREN COLLINS	718-292-7391	718-292-8535	PK,0K,01,02,03,04,05,SE	BRONX
11X370 	X	2.0	X370	SCHOOL OF DIPLOMACY	Junior High-Intermediate-Middle	1.0	11	11.0	3710 BARNES AVENUE	NY	10467	JOHN SCALICE	718-994-1028	NULL	06,07,08,SE	BRONX
08X371 	X	2.0	X371	URBAN INSTITUTE OF MATHEMATICS	Junior High-Intermediate-Middle	1.0	8	8.0	650 HOLLYWOOD AVENUE	NY	10465	JENNIFER JOYNT	718-823-6042	718-823-6347	06,07,08,SE	BRONX
08X375 	X	2.0	X375	THE BRONX MATHEMATICS PREPARATORY SCHOOL	Junior High-Intermediate-Middle	1.0	8	8.0	456 WHITE PLAINS ROAD	NY	10473	MARK D. CLARKE	718-542-5063	718-542-5236	06,07,08,SE	BRONX
08X376 	X	2.0	X376	ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOA	Junior High-Intermediate-Middle	1.0	8	8.0	1980 LAFAYETTE AVENUE	NY	10473	NANCY JACQUELINE DIAZ	718-824-3152	NULL	06,07,08,09,SE	BRONX
08X377 	X	2.0	X377	BRONX COMMUNITY HIGH SCHOOL	High school	1.0	8	8.0	1980 LAFAYETTE AVENUE	NY	10473	Flora Greenaway	718-892-1026	718-892-6941	09,10,11,12	BRONX
07X379 	X	2.0	X379	JILL CHAIFETZ TRANSFER HIGH SCHOOL	High school	1.0	7	7.0	778 FOREST AVENUE	NY	10456	ANNE FENNELLY	718-402-2429	718-402-3120	09,10,11,12	BRONX
10X382 	X	2.0	X382	ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOG	Elementary	1.0	10	10.0	125 EAST 181 STREET	NY	10453	Avon Connell-Cowell	718-933-8061	718-933-8157	0K,01,02,03,04,SE	BRONX
12X384 	X	2.0	X384	ENTRADA ACADEMY	Junior High-Intermediate-Middle	1.0	12	12.0	977 FOX STREET	NY	10459	SOCORRO DIAZ	718-378-1649	718-378-4707	06,07,08,SE	BRONX
10X386 	X	2.0	X386	SCHOOL FOR ENVIRONMENTAL CITIZENSHIP	Elementary	1.0	10	10.0	125 EAST 181 STREET	NY	10453	HEATHER DAWE	718-563-3292	718-563-3453	PK,0K,01,02,03,04,SE	BRONX
12X388 	X	2.0	X388	PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE	High school	1.0	12	12.0	1300 BOYNTON AVENUE	NY	10472	Bridgit Claire Bye	718-991-7238	718-991-7872	09,10,11	BRONX
10X390 	X	2.0	X390	M.S. 390	Junior High-Intermediate-Middle	1.0	10	10.0	1930 ANDREWS AVENUE	NY	10453	ROBERT MERCEDES	718-583-5501	718-583-5556	05,06,07,08,SE	BRONX
10X391 	X	2.0	X391	THE ANGELO PATRI MIDDLE SCHOOL	Junior High-Intermediate-Middle	1.0	10	10.0	2225 WEBSTER AVENUE	NY	10457	Graciela Abadia	718-584-1295	718-584-1358	06,07,08,SE	BRONX
84X393	X	2.0	X393	GREEN DOT NY CHARTER SCHOOL	High school	2.0	7	84.0	600 SAINT ANN'S AVENUE	NY	10455	Ashish Kapadia	718-585-0560	718-585-0563	09,10,11	BRONX
84X394	X	2.0	X394	MOTT HAVEN ACADEMY CHARTER SCHOOL	K-8	2.0	7	84.0	170 BROWN PLACE	NY	10454	Jessica Nauiokas	718-292-7015	718-292-7823	0K,01,02,03,SE	BRONX
10X396 	X	2.0	X396	P.S. 396	Elementary	1.0	10	10.0	1930 ANDREWS AVENUE	NY	10453	NICOLE TINE	718-294-0862	718-583-5556	PK,0K,01,02,03,04,SE	BRONX
10X397 	X	2.0	X397	ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR	High school	1.0	10	10.0	99 TERRACE VIEW AVENUE	NY	10463	NORMA VEGA	718-220-1889	718-220-8758	09,10,11	BRONX
09X403 	X	2.0	X403	BRONX INTERNATIONAL HIGH SCHOOL	High school	1.0	9	9.0	1110 BOSTON ROAD	NY	10456	Joaquin Vega	718-620-1053	718-620-1056	09,10,11,12,SE	BRONX
09X404 	X	2.0	X404	SCHOOL FOR EXCELLENCE	High school	1.0	9	9.0	1110 BOSTON ROAD	NY	10456	Carmen Bardeguez Brown	718-860-1385	718-860-4882	09,10,11,12,SE	BRONX
08X405 	X	2.0	X405	HERBERT H. LEHMAN HIGH SCHOOL	High school	1.0	8	8.0	3000 EAST TREMONT AVENUE	NY	10461	Dr. Janet Saraceno	718-904-4200	718-904-4285	09,10,11,12,SE	BRONX
84X407	X	2.0	X407	BRONX CHARTER SCHOOL FOR CHILDREN	Elementary	2.0	7	84.0	388 WILLIS AVENUE	NY	10454	Kristina Jelinek	718-402-3300	718-402-3258	0K,01,02,03,04,05	BRONX
09X412 	X	2.0	X412	BRONX HIGH SCHOOL OF BUSINESS	High school	1.0	9	9.0	240 EAST 172 STREET	NY	10457	ENRIQUE LIZARDI	718-410-4060	718-992-5760	09,10,11,12,SE	BRONX
09X413 	X	2.0	X413	BRONX HIGH SCHOOL FOR MEDICAL SCIENCE	Secondary School	1.0	9	9.0	240 EAST 172 STREET	NY	10457	WILLIAM QUINTANA	718-410-4040	718-992-4129	06,07,08,09,10,11,12,SE	BRONX
09X414 	X	2.0	X414	JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICA	High school	1.0	9	9.0	240 EAST 172 STREET	NY	10457	NASIB HOXHA	718-992-3709	718-992-4170	09,10,11,12,SE	BRONX
11X415 	X	2.0	X415	CHRISTOPHER COLUMBUS HIGH SCHOOL	High school	1.0	11	11.0	925 ASTOR AVENUE	NY	10469	LISA FUENTES	718-944-3400	718-519-1565	09,10,11,12,SE	BRONX
11X418 	X	2.0	X418	BRONX HIGH SCHOOL FOR THE VISUAL ARTS	High school	1.0	11	11.0	2040 ANTIN PL	NY	10462	GEORGE YORK	718-319-5160	718-319-5165	09,10,11,12,SE	BRONX
08X424 	X	2.0	X424	THE HUNTS POINT SCHOOL	Junior High-Intermediate-Middle	1.0	8	8.0	730 BRYANT AVENUE	NY	10474	JOHN HUGHES	718-328-1972	718-328-7330	06,07,08,SE	BRONX
07X427 	X	2.0	X427	COMMUNITY SCHOOL FOR SOCIAL JUSTICE	High school	1.0	7	7.0	350 GERARD AVENUE	NY	10451	Sue-Ann Rosch	718-402-8481	718-402-8650	09,10,11,12,SE	BRONX
10X433 	X	2.0	X433	HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS	High school	1.0	10	10.0	2780 RESERVOIR AVENUE	NY	10468	GARY PRINCE	718-329-7380	718-365-7984	09,10,11,12,SE	BRONX
10X434 	X	2.0	X434	BELMONT PREPARATORY HIGH SCHOOL	High school	1.0	10	10.0	500 EAST FORDHAM ROAD	NY	10458	STEPHEN JOSEPH GUMBS	718-733-4559	718-295-3655	09,10,11,12,SE	BRONX
10X437 	X	2.0	X437	FORDHAM HIGH SCHOOL FOR THE ARTS	High school	1.0	10	10.0	500 EAST FORDHAM ROAD	NY	10458	IRIS BLIGE	718-733-4656	718-295-3605	09,10,11,12,SE	BRONX
10X438 	X	2.0	X438	FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNO	High school	1.0	10	10.0	500 EAST FORDHAM ROAD	NY	10458	RICHARD BOST	718-733-5024	718-295-3674	09,10,11,12,SE	BRONX
10X439 	X	2.0	X439	BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE	High school	1.0	10	10.0	500 EAST FORDHAM ROAD	NY	10458	Michael Barakat	718-733-5274	718-295-3631	09,10,11,12,SE	BRONX
10X440 	X	2.0	X440	DEWITT CLINTON HIGH SCHOOL	High school	1.0	10	10.0	100 WEST MOSHOLU PARKWAY SOUTH	NY	10468	GERALDINE AMBROSIO	718-543-1000	718-548-0036	09,10,11,12,SE	BRONX
10X442 	X	2.0	X442	CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE	High school	1.0	10	10.0	2780 RESERVOIR AVENUE	NY	10468	William Rodriguez, Ed.D.	718-329-8550	718-329-8559	09,10,11,12	BRONX
10X445 	X	2.0	X445	BRONX HIGH SCHOOL OF SCIENCE	High school	1.0	10	10.0	75 WEST 205 STREET	NY	10468	VALERIE REIDY	718-817-7700	718-733-7951	09,10,11,12	BRONX
08X452 	X	2.0	X452	BRONX GUILD	High school	1.0	8	8.0	1980 LAFAYETTE AVENUE	NY	10473	Sam Decker	718-597-1587	718-597-1371	09,10,11,12,SE	BRONX
11X455 	X	2.0	X455	HARRY S. TRUMAN HIGH SCHOOL	High school	1.0	11	11.0	750 BAYCHESTER AVENUE	NY	10475	SANA NASSER	718-904-5400	718-904-5502	09,10,11,12,SE	BRONX
07X473 	X	2.0	X473	MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL	High school	1.0	7	7.0	701 ST. ANNS AVENUE	NY	10455	FLAVIA PUELLO PERDOMO	718-402-0571	718-665-2363	09,10,11,12,SE	BRONX
10X475 	X	2.0	X475	JOHN F. KENNEDY HIGH SCHOOL	High school	1.0	10	10.0	99 TERRACE VIEW AVENUE	NY	10463	Lisa Luft	718-817-7400	718-562-5132	09,10,11,12,SE	BRONX
10X477 	X	2.0	X477	MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES	High school	1.0	10	10.0	99 TERRACE VIEW AVENUE	NY	10463	KIRSTEN LARSON	718-561-0973	718-561-5612	09,10,11,12,SE	BRONX
12X480 	X	2.0	X480	BRONX REGIONAL HIGH SCHOOL	High school	1.0	12	12.0	1010 REV. J. A. POLITE AVENUE	NY	10459	COLIN THOMAS	718-991-2020	718-617-0257	10,11,12	BRONX
07X500 	X	2.0	X500	HOSTOS-LINCOLN ACADEMY OF SCIENCE	Secondary School	1.0	7	7.0	475 GRAND CONCOURSE	NY	10451	NICHOLAS PAARLBERG	718-518-4333	718-518-4321	06,07,08,09,10,11,12,SE	BRONX
09X505 	X	2.0	X505	BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE	Secondary School	1.0	9	9.0	244 EAST 163 STREET	NY	10451	Meisha Ross-Porter	718-410-3430	718-410-3950	06,07,08,09,10,11,12,SE	BRONX
11X513 	X	2.0	X513	NEW WORLD HIGH SCHOOL	High school	1.0	11	11.0	921 EAST 228TH STREET	NY	10466	FAUSTO SALAZAR	718-696-3800	718-696-3801	09,10,11,12	BRONX
11X514 	X	2.0	X514	SPORTS PROFESSIONS HIGH SCHOOL	High school	1.0	11	11.0	921 EAST 228TH STREET	NY	10466	JANET GALLARDO	718-696-3820	718-696-3821	09,10,11,12,SE	BRONX
09X517 	X	2.0	X517	FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL	Secondary School	1.0	9	9.0	3630 THIRD AVENUE	NY	10456	RAHESHA AMON	718-538-9726	718-538-9796	06,07,08,09,10,11,12,SE	BRONX
08X519 	X	2.0	X519	FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB	High school	1.0	8	8.0	1440 STORY AVENUE	NY	10473	Ms. Grismaldy Laboy-Wilson	718-860-5110	718-860-5081	09,10,11,12,SE	BRONX
07X520 	X	2.0	X520	FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES	High school	1.0	7	7.0	470 JACKSON AVENUE	NY	10455	LEBA COLLINS AUGONE	718-585-4024	718-585-4239	09,10,11,12,SE	BRONX
09X525 	X	2.0	X525	BRONX LEADERSHIP ACADEMY HIGH SCHOOL	High school	1.0	9	9.0	1710 WEBSTER AVENUE	NY	10457	Kenneth Gaskins,Jr.	718-299-4274	718-299-4707	09,10,11,12,SE	BRONX
08X530 	X	2.0	X530	BANANA KELLY HIGH SCHOOL	High school	1.0	8	8.0	965 LONGWOOD AVENUE	NY	10459	JOSHUA LAUB	718-860-1242	718-860-1934	09,10,11,12,SE	BRONX
08X540 	X	2.0	X540	SCHOOL FOR COMMUNITY RESEARCH AND LEARNING	High school	1.0	8	8.0	1980 LAFAYETTE AVENUE	NY	10473	JOHN TORNIFOLIO	718-892-2054	718-892-3580	09,10,11,12,SE	BRONX
11X541 	X	2.0	X541	GLOBAL ENTERPRISE HIGH SCHOOL	High school	1.0	11	11.0	925 ASTOR AVENUE	NY	10469	SANDRA MALDONADO	718-944-3548	NULL	09,10,11,12,SE	BRONX
11X542 	X	2.0	X542	PELHAM PREPARATORY ACADEMY	High school	1.0	11	11.0	925 ASTOR AVENUE	NY	10469	JANE ARONOFF	718-944-3401	718-944-3479	09,10,11,12,SE	BRONX
09X543 	X	2.0	X543	HIGH SCHOOL FOR VIOLIN AND DANCE	High school	1.0	9	9.0	1110 BOSTON ROAD	NY	10456	Franklin Sim	718-842-0687	718-589-9849	09,10,11,12,SE	BRONX
11X544 	X	2.0	X544	HIGH SCHOOL FOR CONTEMPORARY ARTS	High school	1.0	11	11.0	800 EAST GUN HILL ROAD	NY	10467	FRANCISCO SANCHEZ	718-944-5610	718-944-5650	09,10,11,12,SE	BRONX
11X545 	X	2.0	X545	BRONX AEROSPACE HIGH SCHOOL	High school	1.0	11	11.0	800 EAST GUN HILL ROAD	NY	10467	BARBARA KIRKWEG	718-696-6010	718-696-6030	09,10,11,12,SE	BRONX
10X546 	X	2.0	X546	BRONX THEATRE HIGH SCHOOL	High school	1.0	10	10.0	99 TERRACE VIEW AVENUE	NY	10463	DEBORAH EFFINGER	718-329-2902	718-329-0433	09,10,11,12,SE	BRONX
10X549 	X	2.0	X549	DISCOVERY HIGH SCHOOL	High school	1.0	10	10.0	2780 RESERVOIR AVENUE	NY	10468	ROLANDO RIVERA	718-733-3872	718-733-3621	09,10,11,12,SE	BRONX
12X550 	X	2.0	X550	HIGH SCHOOL OF WORLD CULTURES	High school	1.0	12	12.0	1300 BOYNTON AVENUE	NY	10472	RAMON NAMNUN	718-860-8120	718-893-7152	09,10,11,12	BRONX
07X551 	X	2.0	X551	BRONX ACADEMY OF LETTERS	Secondary School	1.0	7	7.0	339 MORRIS AVENUE	NY	10451	ANNA HALL	718-401-4891	718-401-6626	06,07,08,09,10,11,12,SE	BRONX
08X560 	X	2.0	X560	HIGH SCHOOL X560 - BRONX ACADEMY HIGH SCHOOL	High school	1.0	8	8.0	1440 STORY AVENUE	NY	10473	Gary Eisinger	718-860-5060	718-860-5063	10,11,12	BRONX
07X600 	X	2.0	X600	ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIG	High school	1.0	7	7.0	333 EAST 151 STREET	NY	10451	RENE CASSANOVA	718-993-5000	718-292-1944	09,10,11,12,SE	BRONX
08X650 	X	2.0	X650	JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS	High school	1.0	8	8.0	900 TINTON AVENUE	NY	10456	SHARRON SMALLS	718-292-4513	718-292-1947	09,10,11,12,SE	BRONX
07X655 	X	2.0	X655	SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH	High school	1.0	7	7.0	455 SOUTHERN BLVD	NY	10455	JOYCE MILLS KITTRELL	718-665-0950	718-292-3164	09,10,11,12,SE	BRONX
10X660 	X	2.0	X660	GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SC	High school	1.0	10	10.0	2474 CROTONA AVENUE	NY	10458	ROBERTO HERNANDEZ	718-584-2700	718-584-7490	09,10,11,12,SE	BRONX
07X670 	X	2.0	X670	HEALTH OPPORTUNITIES HIGH SCHOOL	High school	1.0	7	7.0	350 GERARD AVENUE	NY	10451	CARRON STAPLE	718-401-1826	718-401-1632	09,10,11,12,SE	BRONX
12X682 	X	2.0	X682	FANNIE LOU HAMER FREEDOM HIGH SCHOOL	High school	1.0	12	12.0	1021 JENNINGS STREET	NY	10460	NANCY MANN	718-861-0521	718-861-0619	09,10,11,12,SE	BRONX
12X684 	X	2.0	X684	WINGS ACADEMY	High school	1.0	12	12.0	1122 EAST 180 STREET	NY	10460	WAYNE COX	718-597-1751	718-931-8366	09,10,11,12,SE	BRONX
12X690 	X	2.0	X690	MONROE ACADEMY FOR BUSINESS/LAW	High school	1.0	12	12.0	1300 BOYNTON AVENUE	NY	10472	Charles Ogundimu	718-860-8140	718-893-3262	09,10,11,12,SE	BRONX
12X691 	X	2.0	X691	BRONX LITTLE SCHOOL	Elementary	1.0	12	12.0	1827 ARCHER STREET	NY	10460	JANICE GORDON	718-792-2650	718-792-4149	PK,0K,01,02,03,04,05,SE	BRONX
12X692 	X	2.0	X692	MONROE ACADEMY FOR VISUAL ARTS & DESIGN	High school	1.0	12	12.0	1300 BOYNTON AVENUE	NY	10472	Richard J. Massel	718-860-8160	718-860-8110	09,10,11,12,SE	BRONX
10X696 	X	2.0	X696	HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE	High school	1.0	10	10.0	2925 GOULDEN AVENUE	NY	10468	Mr. Alessandro Weiss	718-329-2144	718-329-0792	09,10,11,12	BRONX
84X703	X	2.0	X703	BRONX PREP CHARTER SCHOOL	Secondary School	2.0	9	84.0	3872 THIRD AVENUE	NY	10457	Jacqueline King-Robinson	718-294-0841	718-294-2381	05,06,07,08,09,10,11,12	BRONX
84X705	X	2.0	X705	FAMILY LIFE ACADEMY CHARTER SCHOOL	Elementary	2.0	9	84.0	14 WEST 170 STREET	NY	10452	Marilyn Calo	718-410-8100	718-410-8800	0K,01,02,03,04,05,06,07	BRONX
84X706	X	2.0	X706	HARRIET TUBMAN CHARTER SCHOOL	K-8	2.0	9	84.0	3565 3 AVENUE	NY	10456	Cleveland Person	718-537-9912	718-537-9858	0K,01,02,03,04,05,06,07,08	BRONX
84X717	X	2.0	X717	CARL C. ICAHN CHARTER SCHOOL	K-8	2.0	9	84.0	1525 BROOK AVENUE	NY	10457	Daniel Garcia	718-716-8105	718-294-6596	0K,01,02,03,04,05,06,07,08	BRONX
84X718	X	2.0	X718	BRONX CHARTER SCHOOL FOR BETTER LEARNING	Elementary	2.0	11	84.0	3740 BAYCHESTER AVENUE	NY	10466	Shubert Jacobs	718-655-6660	718-655-5555	0K,01,02,03,04,05	BRONX
75X721 	X	2.0	X721	P.S. X721 - STEPHEN MCSWEENEY SCHOOL	Secondary School	1.0	11	75.0	2697 WESTCHESTER AVENUE	NY	10461	Jean Marie Chin	718-597-6404	718-829-5752	06,07,08,09,10,11,12,SE	BRONX
75X723 	X	2.0	X723	X723	K-12 all grades	1.0	11	75.0	3540 BIVONA STREET	NY	10475	CHRISTINE WALSH	718-320-1222	718-320-2213	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	BRONX
84X730	X	2.0	X730	BRONX CHARTER SCHOOL FOR ARTS	Elementary	2.0	8	84.0	950 LONGFELLOW AVENUE	NY	10474	Christina Brown	718-893-1042	718-893-7910	0K,01,02,03,04,05,06,SE	BRONX
75X754 	X	2.0	X754	J. M. RAPPORT SCHOOL CAREER DEVELOPMENT	High school	1.0	7	75.0	470 JACKSON AVENUE	NY	10455	ELLIS SCOPE	718-993-5581	718-585-4624	08,09,10,11,12,SE	BRONX
75X811 	X	2.0	X811	P.S. X811	Secondary School	1.0	12	75.0	1434 LONGFELLOW AVENUE	NY	10459	CARON MARTIN	718-589-3060	718-589-9551	07,08,09,10,11,12,SE	BRONX
84K652	K	2.0	K652	BROOKLYN ASCEND CHARTER SCHOOL	K-12 all grades	2.0	18	84.0	205 Rockaway Parkway	NY	11212	Keisha Sykes/Brandon Sorlie	718-240-9162	718-240-9140	0K,01,02,03,04	BROOKLYN
06M210 	M	1.0	M210	P.S. 210 - 21ST CENTURY ACADEMY	K-8	1.0	6	6.0	501-503 WEST 152 STREET	NY	10031	EVELYN LINARES	212-283-0012	212-283-0017	PK,0K,01,02,03,04,05,06,07,08,SE	NEW YORK
75Q023 	Q	4.0	Q023	P.S. Q023 @ QUEENS CHILDREN CENTER	K-12 all grades	1.0	26	75.0	74-03 COMMONWEALTH BOULEVARD	NY	11426	JACQUELINE JONES	718-264-4880	718-264-4836	0K,01,02,03,04,05,06,07,08,09,10,11,12,SE	QUEENS
