Certificate Number,Ownership_Name,DBA Name,Business Address Number,Business Address Street Name,Business Address Full,Business Room Suite,Business Zip,Business Number,Location Number,Class Code,PBC Code,DBA Start Date,Location Start Date,Mailing Address 1,Mailing Address 2,Mailing City/State/Zip Code,Location
359922,ALSAAD YOSEF F,GARAGE CAFE & MARKET          ,320,11TH ST,320 11TH ST,,94103,1,1,8,3079,20021002,20021002,320 11TH ST,,SAN FRANCISCO CA 941034314,"(37.7712808894209, -122.413686144567)"
359884,ORIZZONTE INC,AMARENA RESTAURANT            ,2162,LARKIN ST,2162 LARKIN ST,,94109,2,1,8,5800,20020614,20040101,2162 LARKIN ST,,SAN FRANCISCO CA 941091931,"(37.7979494720402, -122.420215891917)"
359876,JABER NAIF TALAL,SENIORES PIZZA                ,2415,19TH AVE,2415 19TH AVE,,94116,1,1,8,3079,20021001,20021001,2415 19TH AVENUE,,SAN FRANCISCO CA 941162405,
359815,CANIDA CATHRYN P,CHAR LEAH INTERPRIZE          ,2796,TURK ST,2796 TURK ST,,94115,1,1,8,3079,20021015,20021030,3740 SACRAMENTO ST,,SAN FRANCISCO CA 941181706,
359777,MITCHELL DARIEN,DADDYBOY'S PIZZA              ,4524,3RD ST,4524 3RD ST,,94124,2,1,8,3079,20020927,20060419,1430 THOMAS AVE,,SAN FRANCISCO CA 941242742,"(37.7368856766006, -122.390278330203)"
359621,MANSI FOOD INC,TACO BELL                     ,7,DRUMM ST,7 DRUMM ST,,94111,1,1,8,5800,20021001,20021001,3000F DANVILLE BL #187,,ALAMO CA 945071538,"(37.793823601574, -122.396711663873)"
359596,HUR JOON SEOK,RIKA EXPRESS                  ,900,BUSH ST,900 BUSH ST,101C,94109,1,1,8,3079,20020930,20020930,800 BUSH ST #201,,SAN FRANCISCO CA 941083302,"(37.7899451228179, -122.412726626064)"
359596,HUR JOON SEOK,SUSHI RIKA                    ,900,BUSH ST,900 BUSH ST,101C,94109,4,1,8,3079,20020930,20090101,800 BUSH ST #201,,SAN FRANCISCO CA 941083302,"(37.7899451228179, -122.412726626064)"
359596,HUR JOON SEOK,IZAKAYA NINJA                 ,900,BUSH ST,900 BUSH ST,101C,94109,3,1,8,3079,20020930,20090101,800 BUSH ST #201,,SAN FRANCISCO CA 941083302,"(37.7899451228179, -122.412726626064)"
359596,HUR JOON SEOK,NINJA SUSHI                   ,900,BUSH ST,900 BUSH ST,101C,94109,2,1,8,3079,20020930,20090101,800 BUSH ST #201,,SAN FRANCISCO CA 941083302,"(37.7899451228179, -122.412726626064)"
359562,HAILE TADDESSE,HAILE JANITORIAL SERVICE      ,627,FULTON ST,627 FULTON ST,,94102,1,1,8,3079,20020920,20030701,901 DIVISADERO ST,,SAN FRANCISCO CA 941154402,"(37.7777194024627, -122.42743226804)"
359562,HAILE TADDESSE,DIVIS VARETY DISCOUNT         ,901,DIVISADERO ST,901 DIVISADERO ST,,94115,4,1,8,3079,20020920,20090915,901 DIVISADERO ST,,SAN FRANCISCO CA 941154402,"(37.7779158380428, -122.438708760154)"
359562,HAILE TADDESSE,OASIS CAFE                    ,901,DIVISADERO ST,901 DIVISADERO ST,,94115,5,1,8,3079,20020920,20100301,901 DIVISADERO ST,,SAN FRANCISCO CA 941154402,"(37.7779158380428, -122.438708760154)"
359510,RYUMA USA CORPORATION,RYUMA USA CORPORATION         ,673,GEARY ST,673 GEARY ST,,94102,1,1,8,5800,20021001,20021001,1284 27TH AVE,,SAN FRANCISCO CA 941221507,"(37.7863729747427, -122.41432041459)"
359510,RYUMA USA CORPORATION,HENRY VIII PRIME RIB          ,673,GEARY ST,673 GEARY ST,,94102,2,1,8,5800,20021001,20030220,1284 27TH AVE,,SAN FRANCISCO CA 941221507,"(37.7863729747427, -122.41432041459)"
359360,KAWASUMI MASAYUKI,SUSHI TIME                    ,2275,MARKET ST,2275 MARKET ST,G,94114,1,1,8,3079,20021001,20021001,2275 MARKET ST,,SAN FRANCISCO CA 941141662,"(37.7645549708661, -122.432062301759)"
359344,LEE SHARON D,THE SPOT                      ,959,BUCHANAN ST,959 BUCHANAN ST,E,94102,1,1,8,3079,20020912,20060418,959 BUCHANAN ST #E,,SAN FRANCISCO CA 941024160,
359166,AE RETAIL WEST LLC,AMERICAN EAGLE OUTFITTERS     ,865,MARKET ST,865 MARKET ST,148,94103,2,1,8,5800,20020620,20020620,150 THORN HILL DR,,WARRENDALE PA 150860000,"(37.7839469212219, -122.407158344858)"
359166,AE RETAIL WEST LLC,AMERICAN EAGLE OUTFITTERS     ,3251,20TH AVE,3251 20TH AVE,229,941321915,2,2,8,5800,20020620,20020702,150 THORN HILL DR,,WARRENDALE PA 150860000,"(37.7284706007525, -122.476825758135)"
359141,CAMPBELL & UTTING INC,THE LIBERTIES IRISH BAR & REST,998,GUERRERO ST,998 GUERRERO ST,,94110,1,1,8,5800,20020801,20020801,998 GUERRERO ST,,SAN FRANCISCO CA 941102211,"(37.7552792371321, -122.423539149027)"
359084,RUBYBLISS,RUBYBLISS                     ,598,GUERRERO ST,598 GUERRERO ST,,94110,2,1,8,5800,20020915,20050918,598 GUERRERO ST,,SAN FRANCISCO CA 941101018,"(37.7616719573385, -122.424085458426)"
359073,RESTAURANT TALULA LLC,TALLULA SF                    ,1550,HOWARD ST,1550 HOWARD ST,,94102,1,1,8,5812,20020904,20020904,560 SCOTT ST #D,,MONTEREY CA 939402329,"(37.7725199966889, -122.416616663744)"
359034,ZUSHI PUZZLE INC,ZUSHI PUZZLE INC              ,1910,LOMBARD ST,1910 LOMBARD ST,,94123,1,1,8,5800,20020915,20020915,16041 VIA NUEVA,,SAN LORENZO CA 945802031,"(37.8005291659511, -122.433083675245)"
359027,MERMOD MATTHEW A,MATT A MERMOD CUSTOM CATERING ,132,VALMAR TER,132 VALMAR TER,,94112,1,1,8,3079,20020903,20020903,132 VALMAR TER,,SAN FRANCISCO CA 941122158,"(37.7255393802249, -122.424758675866)"
358924,KAPLAN EMILY M,EMMYS SPAGHETTI SHACK         ,3355,MISSION ST,3355 MISSION ST,,94110,2,1,8,3079,20020901,20130212,18 VIRGINIA AVE,,SAN FRANCISCO CA 941105003,"(37.742918724546, -122.421280201389)"
358841,"ZHEN,BENSON & XU, ANNA",HAPPY GARDEN RESTAURANT       ,815,CLEMENT ST,815 CLEMENT ST,,94118,1,1,8,3079,20020828,20020828,PO BOX 210711,,SAN FRANCISCO CA 941210711,"(37.7825368376655, -122.467978311403)"
358814,PJR LLC,SAMOVAR TEA LOUNGE            ,730,HOWARD ST,730 HOWARD ST,,94103,3,1,8,5812,20020826,20060501,498 SANCHEZ ST,,SAN FRANCISCO AL 941140000,"(37.7849378460523, -122.402067660515)"
358814,PJR LLC,SAMOVAR                       ,498,SANCHEZ ST,498 SANCHEZ ST,,94114,2,1,8,5812,20020826,20030101,498 SANCHEZ ST,,SAN FRANCISCO AL 941140000,"(37.7612614864766, -122.430846751858)"
358814,PJR LLC,SAMOVAR TEA LOUNGE            ,297,PAGE ST,297 PAGE ST,,94102,3,2,8,5812,20020826,20081210,498 SANCHEZ ST,,SAN FRANCISCO AL 941140000,"(37.7735127466127, -122.425499999202)"
358734,"SIRI GROUP, INC",BASIL THAI RESTAURANT & BAR   ,1175,FOLSOM ST,1175 FOLSOM ST,,94103,1,1,8,5800,20010101,20010101,1175 FOLSOM ST,,SAN FRANCISCO CA 941033930,"(37.775331576932, -122.409180910483)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,3251,20TH AVE,3251 20TH AVE,250A,94132,4,1,8,5800,20020101,20070319,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7284706007525, -122.476825758135)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,845,MARKET ST,845 MARKET ST,SPACE 11,94103,5,1,8,5800,20020101,20060928,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7841003936288, -122.406144591102)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,451,6TH STREET,451 6TH STREET,,94103,1,1,8,5800,20020101,20020101,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7768372225985, -122.402965563487)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,50,POST ST,50 POST ST,,94104,1,2,8,5800,20020101,20020101,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7895312051945, -122.40304093593)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,1,MARKET ST,1 MARKET ST,,94105,1,4,8,5800,20020101,20020101,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7938715193979, -122.394865238488)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,221,MONTGOMERY ST,221 MONTGOMERY ST,,94104,1,5,8,5800,20020101,20020101,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7914021272213, -122.40284361797)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,142,2ND ST,142 2ND ST,,94105,1,6,8,5800,20020101,20030101,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7872970446217, -122.39936686427)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,275,BATTERY ST,275 BATTERY ST,,94111,1,7,8,5800,20020101,20031216,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7938628678655, -122.400373737208)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,50,FREMONT STREET,50 FREMONT STREET,,94105,1,8,8,5800,20020101,20050101,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.790304384077, -122.397365064635)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,135,4TH ST,135 4TH ST,FC 2,94103,1,9,8,5800,20020101,20120306,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.784106146297, -122.40342084499)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,1,CALIFORNIA ST,1 CALIFORNIA ST,,94111,2,1,8,5800,20020101,20070212,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7932137441705, -122.397043037099)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,315,CALIFORNIA ST,315 CALIFORNIA ST,,94104,3,1,8,5800,20020101,20060816,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7929396502969, -122.400206940914)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,185,BERRY ST,185 BERRY ST,,94107,8,1,8,5800,20020101,20111201,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7763271606728, -122.391796821271)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,580,CALIFORNIA ST,580 CALIFORNIA ST,,94104,7,1,8,5800,20020101,20090323,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7929675912855, -122.404139574242)"
358709,SAN FRANCISCO SOUP COMPANY,SAN FRANCISCO SOUP COMPANY    ,301,HOWARD ST,301 HOWARD ST,,94105,6,1,8,5800,20020101,20060504,451 6TH ST,,SAN FRANCISCO CA 941034706,"(37.7894977981047, -122.394265178928)"
358689,PACIFIC COURT INC,PACIFIC COURT CAFE            ,728,PACIFIC AVE,728 PACIFIC AVE,,94133,1,1,8,5800,20020708,20020708,728 PACIFIC AVE,,SAN FRANCISCO CA 941334457,"(37.7970928875803, -122.407466962061)"
358626,THAMRIN HENDRA,BALI CAFE                     ,3815,GEARY BLVD,3815 GEARY BLVD,,94118,1,1,8,3079,20020912,20020912,3815 GEARY BLVD,,SAN FRANCISCO CA 941183210,"(37.7808886673203, -122.460336225246)"
358422,CHUN SENA & CHUN HUI TAEK,JUHENG ACUPUNCTURE CLINIC     ,1660,GEARY BLVD,1660 GEARY BLVD,1,94115,1,1,8,5812,20020903,20020903,1660 GEARY BLVD #1,,SAN FRANCISCO CA 941153796,"(37.7849677269217, -122.430679934269)"
358382,EMMANUELS DELI & GOURMET FOOD,EMMANUELS DELI & GOURMET FOOD ,201,SPEAR ST,201 SPEAR ST,120,94105,1,1,8,5800,20020812,20020812,201 SPEAR ST #120,,SAN FRANCISCO CA 941051643,"(37.7911851129609, -122.391790956268)"
358208,MODEL HOME INTERIORS LLC,MODEL HOME INTERIORS LLC      ,888,BRANNAN ST #173,888 BRANNAN ST #173,,94103,4,1,8,5800,20020715,20020715,2440 ESTAND WAY,,PLEASANT HILL CA 945233912,"(37.7720149842167, -122.405193212965)"
358208,MODEL HOME INTERIORS LLC,MODEL HOME FURNITURE OUTLET   ,2440,ESTAND WAY,2440 ESTAND WAY,,94523,1,999,8,5800,20020715,20020801,2440 ESTAND WAY,,PLEASANT HILL CA 945233912,
358208,MODEL HOME INTERIORS LLC,MODEL HOME FURNISHINGS        ,888,BRANNAN ST #173,888 BRANNAN ST #173,,94103,2,1,8,5800,20020715,20020715,2440 ESTAND WAY,,PLEASANT HILL CA 945233912,"(37.7720149842167, -122.405193212965)"
358208,MODEL HOME INTERIORS LLC,MODEL HOME FURNITURE          ,888,BRANNAN ST #173,888 BRANNAN ST #173,,94103,3,1,8,5800,20020715,20020715,2440 ESTAND WAY,,PLEASANT HILL CA 945233912,"(37.7720149842167, -122.405193212965)"
358185,CALICA ELISA UY,ELISA UY CALICA               ,200,PEABODY ST,200 PEABODY ST,,94134,1,1,8,3079,20020805,20020805,338 ARBOR ST,,SAN FRANCISCO CA 941312946,"(37.7094566492318, -122.407965199394)"
358185,CALICA ELISA UY,E M CAFE CATIRENG             ,444,DE HARO ST,444 DE HARO ST,,94102,3,1,8,3079,20020805,20080201,338 ARBOR ST,,SAN FRANCISCO CA 941312946,"(37.7641691659555, -122.402020961928)"
358153,SERRANO'S PIZZA INC,SERRANO'S PIZZA INC           ,3274,21ST ST,3274 21ST ST,,94110,1,1,8,5800,20020701,20020701,3274 21ST ST,,SAN FRANCISCO CA 941102423,"(37.757142049234, -122.420517338029)"
358007,KYI AUNG,DEJA VU PIZZA & PASTA         ,3227,16TH ST,3227 16TH ST,,94103,1,1,8,3079,20020730,20020730,3227 16TH ST,,SAN FRANCISCO CA 941033370,"(37.7644864226108, -122.424705934229)"
357966,PHOENIX IRISH BAR LLC THE,PHOENIX IRISH BAR & RESTAURANT,811,VALENCIA ST,811 VALENCIA ST,,94110,1,1,8,5800,20020722,20020722,811 VALENCIA ST,,SAN FRANCISCO CA 941101736,"(37.7598320573091, -122.421117556623)"
357935,THAI ME UP INC,THAI ME UP                    ,836,MISSION ST,836 MISSION ST,,94103,1,1,8,5800,20010401,20010401,5700 GEARY BLVD,,SAN FRANCISCO CA 941212112,"(37.7839134120575, -122.405568526559)"
357935,THAI ME UP INC,THAI ME UP                    ,5700,GEARY BLVD,5700 GEARY BLVD,,94121,1,2,8,5800,20010401,20030101,5700 GEARY BLVD,,SAN FRANCISCO CA 941212112,"(37.7805036693612, -122.480709078014)"
357830,PRIVE BAR LOUNGE INC,ROE RESTAURANT                ,651,HOWARD ST,651 HOWARD ST,,94105,2,1,8,5800,20020801,20031002,651 HOWARD STREET,,SAN FRANCISCO CA 941053915,"(37.7856488388612, -122.399278508325)"
357830,PRIVE BAR LOUNGE INC,PRIVE                         ,651,HOWARD ST,651 HOWARD ST,,94105,1,1,8,5800,20020801,20020801,651 HOWARD STREET,,SAN FRANCISCO CA 941053915,"(37.7856488388612, -122.399278508325)"
357801,RAMNANDANA NONGNUCH,THE OD SIAM THAI RESTAURANT   ,201,ELLIS ST,201 ELLIS ST,,94102,3,1,8,3079,20080715,20080715,201 ELLIS ST,,SAN FRANCISCO CA 941022111,"(37.7851168160396, -122.409726892838)"
357768,ZHENG QIAO & OJO LISA,CAFE ESPLANADE                ,1350,24TH AVE,1350 24TH AVE,B,94122,1,1,8,5812,20020815,20020815,1350 24TH AVE #B,,SAN FRANCISCO CA 941221628,"(37.7623777842145, -122.482086954713)"
357753,JESSED CORPORATION,QUIZNOS                       ,100,1ST ST,100 1ST ST,,94105,1,1,8,5800,20020722,20020722,600 1ST ST #110,,SAN FRANCISCO CA 941301703,"(37.7894876307586, -122.397593410429)"
357491,ANGELINA'S DELI-CAFE INC,ANGELINA'S DELI-CAFE          ,6000,CALIFORNIA ST,6000 CALIFORNIA ST,,94121,1,1,8,5800,20020101,20020101,6000 CALIFORNIA ST,,SAN FRANCISCO CA 941212108,"(37.7842243329781, -122.48198710796)"
357405,AM & AO CORPORATION,JITRA THAI CUISINE            ,2545,OCEAN AVE,2545 OCEAN AVE,,94132,1,1,8,5800,20020701,20020701,2545 OCEAN AVE,,SAN FRANCISCO CA 941321613,"(37.7313467669191, -122.47304703554)"
357213,DANG CHAU BAO / TOMMY LY,LES CROISSANT                 ,2,CALIFORNIA ST,2 CALIFORNIA ST,,94111,1,1,8,3079,20020701,20020701,2 CALIFORNIA ST,,SAN FRANCISCO CA 941114803,"(37.793823601574, -122.396711663873)"
357213,DANG CHAU BAO / TOMMY LY,LES CROISSANTS CAFE           ,1840,GEARY BLVD,1840 GEARY BLVD,,94115,2,1,8,3079,20020701,20050601,2 CALIFORNIA ST,,SAN FRANCISCO CA 941114803,
357204,BAYVIEW SIGHTSEEING TOURS INC,BAY VIEW GIFT & CAFE          ,865,BEACH ST,865 BEACH ST,,94109,1,1,8,5800,20020711,20020711,655 TENNESSEE ST #101,,SAN FRANCISCO CA 941073076,"(37.8058579236684, -122.422925183096)"
356976,CHONG SONNY,BEYOND JUICE                  ,245,KEARNY ST,245 KEARNY ST,,94108,1,1,8,3079,20020625,20020625,245 KEARNY ST,,SAN FRANCISCO CA 941084502,"(37.7904125607817, -122.404201203531)"
356767,HERRERA ROSA E,ROSY'S CAFE                   ,2341,FOLSOM ST,2341 FOLSOM ST,,94110,3,2,8,3079,20090407,20130116,2341 FOLSOM ST,,SAN FRANCISCO CA 941102010,"(37.7598509149539, -122.414424788078)"
356767,HERRERA ROSA E,ROSY'S RESTAURANT             ,2341,FOLSOM ST,2341 FOLSOM ST,,94110,2,1,8,3079,20090407,20090407,2341 FOLSOM ST,,SAN FRANCISCO CA 941102010,"(37.7598509149539, -122.414424788078)"
356650,BD&R INVESTMENT INC,REDS CORNER                   ,201,ELLIS ST,201 ELLIS ST,,94102,1,1,8,5800,20020116,20020116,201 ELLIS ST,,SAN FRANCISCO CA 941022111,"(37.7851168160396, -122.409726892838)"
356468,JWAINAT HAIL S,CREPES ON COLE                ,100,CARL ST,100 CARL ST,,94117,1,1,8,3079,20020601,20020601,100 CARL ST,,SAN FRANCISCO CA 941173906,"(37.7659004171544, -122.450275109965)"
356367,DEL CASTILLO GONZALO M,LALOLA                        ,1358,MASON ST,1358 MASON ST,,94133,3,1,8,3079,20020603,20081010,16 DEHON ST,,SAN FRANCISCO CA 941141749,
356367,DEL CASTILLO GONZALO M,LOLA BAR                      ,16,DEHON ST,16 DEHON ST,,94114,2,1,8,3079,20020603,20071005,16 DEHON ST,,SAN FRANCISCO CA 941141749,"(37.7641101065417, -122.43025305911)"
356367,DEL CASTILLO GONZALO M,LAW OFFCS GONZALO DEL CASTILLO,230,LAUSSAT ST,230 LAUSSAT ST,,94117,1,1,8,3079,20020603,20060701,16 DEHON ST,,SAN FRANCISCO CA 941141749,"(37.7716810204822, -122.430906846899)"
356274,ENCINAS IRMA,JACK'S CLUB                   ,2545,24TH ST,2545 24TH ST,,94110,1,1,8,3079,20020530,20020530,2545 24TH ST,,SAN FRANCISCO CA 941103508,
356274,ENCINAS IRMA,PUERTO VALLARTA               ,2765,24TH ST,2765 24TH ST,,94110,2,1,8,3079,20020530,20020530,2545 24TH ST,,SAN FRANCISCO CA 941103508,
356193,NIHON SF INC,NIHON WHISKY LOUNGE           ,1779,FOLSOM ST,1779 FOLSOM ST,,94103,2,1,8,5800,20051001,20051001,1300 FULTON ST,,SAN FRANCISCO CA 941171416,"(37.7686965871631, -122.415289843594)"
356090,SIMCO FINE DINING LLC,FOG HARBOR FISH HOUSE         ,PIER,39 #213,PIER 39 #213,,94133,2,1,8,5800,20020603,20070201,39 PIER #213,,SAN FRANCISCO CA 941331010,
356063,QCS GROUP LLC,QUIZNO'S CLASSIC SUBS         ,110,BUSH ST,110 BUSH ST,,94104,2,1,8,5800,20020601,20020601,533 N FAIROAKS AVE,,SUNNYVALE CA 940853722,"(37.7915689537137, -122.399963606048)"
356055,FOO HAO INC,CHEUNG HING CHINESE RESTAURANT,2339,NORIEGA ST,2339 NORIEGA ST,,94122,1,1,8,5800,20001028,20001028,2339 NORIEGA ST,,SAN FRANCISCO CA 941224239,"(37.7534365108888, -122.488927812821)"
356054,SAN FRANCISCO MADELEINE INC,CAFE MADELINE                 ,149,NEW MONTGOMERY ST,149 NEW MONTGOMERY ST,,94105,2,1,8,5800,20020101,20040901,312 19TH AVE,,SAN FRANCISCO CA 941212305,"(37.7869640480086, -122.399559860523)"
356054,SAN FRANCISCO MADELEINE INC,CAFE MADELEINE                ,300,CALIFORNIA ST,300 CALIFORNIA ST,,94104,1,2,8,5800,20020101,20020701,312 19TH AVE,,SAN FRANCISCO CA 941212305,"(37.7934465410791, -122.400343675105)"
356054,SAN FRANCISCO MADELEINE INC,CAFE MADELEINE                ,43,OFARRELL ST,43 OFARRELL ST,,94108,1,1,8,5800,20020101,20020101,312 19TH AVE,,SAN FRANCISCO CA 941212305,"(37.7864590495674, -122.405545709691)"
356034,SARWAR MOHAMMED,SHISH MAHAL RESTAURANT        ,500,KING DR,500 KING DR,1102,94015,1,999,8,3079,20020521,20020521,2032 ASPEN GROVE DR,,LODI CA 952406709,
355959,US RESTAURANT MANAGEMENT LLC,A LA TURCA                    ,869,GEARY ST,869 GEARY ST,,94109,1,1,8,5800,20020601,20020601,869 GEARY ST,,SAN FRANCISCO CA 941097217,"(37.7859713955926, -122.417597777403)"
355952,LA CORNETA INC,LA CORNETA TAQUERIA           ,2834,DIAMOND ST,2834 DIAMOND ST,,94131,1,1,8,5800,20020101,20020101,2834 DIAMOND ST,,SAN FRANCISCO CA 941313005,"(37.7340588598013, -122.434244187998)"
355952,LA CORNETA INC,LA CORNETA TAQUERIA           ,2731,MISSION ST,2731 MISSION ST,,94110,2,1,8,5800,20020101,20020101,2834 DIAMOND ST,,SAN FRANCISCO CA 941313005,"(37.753379547609, -122.418194098169)"
355945,RAMEZANBEIGI MEHRDAD,CAFE DU SOLEIL                ,345,3RD ST,345 3RD ST,,94107,2,1,8,3079,20120719,20120719,PO BOX 307,,MILLBREA CA 940300000,"(37.7836194959626, -122.397688842332)"
355910,MAHARANI RESTAURANT INC,MAHARANI RESTAURANT           ,1122,POST ST,1122 POST ST,,94109,1,1,8,5800,20100511,20100511,1122 POST ST,,SAN FRANCISCO CA 941095505,
355870,SIAM GROUP CORP,SIAM THAI RESTAURANT          ,55,CYRIL MAGNIN ST,55 CYRIL MAGNIN ST,,94102,1,1,8,5800,20020601,20020601,55 CYRIL MAGNIN,,SAN FRANCISCO CA 941022812,"(37.7848782414121, -122.408964785271)"
355791,FREE DAVID E,MALEE THAI & VIET REST & BAR  ,1450,LOMBARD ST,1450 LOMBARD ST,,941233112,1,1,8,3079,20020501,20020501,1517 N POINT ST #415,,SAN FRANCISCO CA 941231711,"(37.8015407768323, -122.425561462662)"
355788,LOUIES ATHNTC CANTONESECUISINE,LOUIES CA CHINESE CUISINE     ,646,WASHINGTON ST,646 WASHINGTON ST,,941112106,1,1,8,5800,20020514,20020514,739 WASHINGTON STREET #300,,SAN FRANCISO CA 941080000,"(37.7956180408883, -122.404370043495)"
355777,SHAFIK FAHIM F,PIZZA ZONE                    ,555,BEACH ST,555 BEACH ST,5,94133,2,1,8,3079,20020601,20030510,500 BEACH ST #61,,SAN FRANCISCO CA 941331122,"(37.8068179699181, -122.418012714492)"
355777,SHAFIK FAHIM F,ANCHORAGE LIQUOR AND DELI     ,500,BEACH ST,500 BEACH ST,61,94133,1,1,8,3079,20020601,20020601,500 BEACH ST #61,,SAN FRANCISCO CA 941331122,"(37.807479316161, -122.417829341551)"
355610,HO HELENA,NAS COFFEE                    ,101,SPEAR ST #A9,101 SPEAR ST #A9,,94105,2,1,8,3079,20020601,20071101,101 SPEAR ST #B3,,SAN FRANCISCO CA 941051553,"(37.792265143252, -122.392847515015)"
355610,HO HELENA,PATTY'S DRY CLEAN             ,101,SPEAR ST,101 SPEAR ST,B3,941051559,1,1,8,3079,20020601,20020601,101 SPEAR ST #B3,,SAN FRANCISCO CA 941051553,"(37.792265143252, -122.392847515015)"
355595,CONFUSION BOREDOM LLC,ST FRANCIS FOUNTAIN           ,2801,24TH ST,2801 24TH ST,,941104213,1,1,8,5812,20020325,20020325,3296 22ND ST,,SAN FRANCISCO CA 941104213,"(37.7526466647385, -122.408343991285)"
355454,CREPE O CHOCOLAT,CREPE O CHOCOLAT              ,75,O'FARRELL ST,75 O'FARRELL ST,,94108,1,1,8,5800,20020501,20020501,75 OFARRELL ST,,SAN FRANCISCO CA 941085803,
355454,CREPE O CHOCOLAT,BIO                           ,75,O'FARRELL ST,75 O'FARRELL ST,,94108,2,1,8,5800,20020501,20110315,75 OFARRELL ST,,SAN FRANCISCO CA 941085803,
355451,SAN FRANCISCO LAS ESTRELLAS IN,STELLINE                      ,330,GOUGH ST,330 GOUGH ST,,94102,2,1,8,5800,20020502,20020502,330 GOUGH ST,,SAN FRANCISCO CA 941025115,"(37.7766594840982, -122.422669431968)"
355451,SAN FRANCISCO LAS ESTRELLAS IN,LAS ESTRELLAS                 ,330,GOUGH ST,330 GOUGH ST,,94102,1,1,8,5800,20020502,20020502,330 GOUGH ST,,SAN FRANCISCO CA 941025115,"(37.7766594840982, -122.422669431968)"
355373,NG C,SMILE'S B B Q                 ,2619,MISSION ST,2619 MISSION ST,,941103101,1,1,8,3079,20020508,20020508,2619 MISSION ST,,SAN FRANCISCO CA 941103101,"(37.7550203563515, -122.418351259288)"
355314,BURNING BUSH LLC,BURNING BUSH LLC              ,1500,SOUTH VAN NESS AVE,1500 SOUTH VAN NESS AVE,,941104664,1,1,8,5800,20020401,20020401,150 SOUTH VAN NESS AVE,,SAN FRANCISCO CA 941032519,"(37.7489215151368, -122.416117669961)"
355247,PATPONG THAI CUISINE INC,PATPONG THAI CUISINE INC      ,2415,CLEMENT ST,2415 CLEMENT ST,,94121,1,1,8,5800,20020306,20020306,2415 CLEMENT ST,,SAN FRANCISCO CA 941211921,"(37.7817571990375, -122.485213503203)"
355239,GOLDEN DAISY INC,NEW GOLDEN DAISY              ,1041,STOCKTON ST,1041 STOCKTON ST,,941081109,1,1,8,5800,20020401,20020401,1041 STOCKTON ST,,SAN FRANCISCO CA 941081109,"(37.7955330559829, -122.408480488291)"
355144,FUENTES N & FUENTES J ETAL,CHUPETES CAFE                 ,6925,MISSION ST,6925 MISSION ST,,94110,1,1,8,5812,20020423,20020423,6925 MISSION ST,,SAN FRANCISCO CA 941100000,
355133,BLACKWELL KENNETH D,STREAT DOGS                   ,1775,CHESTNUT ST,1775 CHESTNUT ST,,94123,1,1,8,3079,20020423,20020423,PO BOX 475278,,SAN FRANCISCO CA 941475278,"(37.801129038023, -122.432376830159)"
355059,KRL INK LLC,CAFE MERENDA                  ,2760,OCTAVIA ST,2760 OCTAVIA ST,,94123,1,1,8,5812,20020425,20020425,2760 OCTAVIA ST,,SAN FRANCISCO CA 941234304,"(37.7976193673386, -122.428632935949)"
